customer_id,signup_date,country_code,region,is_b2b,plan_tier
C100130,2025-12-20,USA,South,0,Free
C100131,2025-10-29,DEU,Hesse,0,Plus
C100132,2025-06-01,USA,South,0,Plus
C100133,2025-03-06,USA,Northeast,0,Plus
C100134,2025-03-06,GBR,NI,0,Free
C100135,2025-05-26,CAN,Alberta,0,Pro
C100136,2025-05-10,DEU,NRW,0,Free
C100137,2025-09-09,USA,Northeast,0,Plus
C100138,2025-06-05,USA,South,0,Plus
C100139,2025-11-07,GBR,Scotland,0,Free
C100140,2025-08-15,USA,West,0,Plus
C100141,2025-11-09,DEU,Bavaria,0,Free
C100142,2025-04-19,USA,Northeast,0,Free
C100143,2025-02-08,USA,West,0,Free
C100144,2025-05-30,USA,Midwest,0,Plus
C100145,2025-08-21,USA,South,0,Plus
C100146,2025-11-17,GBR,Scotland,0,Free
C100147,2025-11-28,USA,Midwest,0,Free
C100148,2025-03-26,AUS,QLD,0,Free
C100149,2025-06-05,GBR,Wales,0,Free
C100150,2025-02-11,GBR,NI,0,Plus
C100151,2025-01-14,USA,Northeast,0,Plus
C100152,2025-05-18,GBR,Scotland,0,Plus
C100153,2025-05-23,USA,West,0,Free
C100154,2025-02-16,CAN,Alberta,0,Plus
C100155,2025-03-24,USA,West,0,Pro
C100156,2025-10-09,USA,Northeast,0,Free
C100157,2025-07-26,DEU,Bavaria,0,Free
C100158,2025-07-31,USA,Midwest,0,Free
C100159,2025-08-15,AUS,VIC,0,Free
C100160,2025-05-28,CAN,Alberta,0,Pro
C100161,2025-11-08,AUS,VIC,0,Free
C100162,2025-07-28,USA,Northeast,0,Free
C100163,2025-03-20,CAN,BC,0,Free
C100164,2025-09-05,DEU,Berlin,0,Free
C100165,2025-04-08,DEU,Berlin,0,Free
C100166,2025-08-01,USA,Midwest,0,Free
C100167,2025-06-02,AUS,WA,0,Free
C100168,2025-09-05,USA,West,0,Free
C100169,2025-04-07,DEU,Berlin,0,Free
C100170,2025-07-30,USA,West,0,Plus
C100171,2025-07-17,DEU,Berlin,0,Free
C100172,2025-09-15,DEU,Hesse,0,Plus
C100173,2025-08-14,USA,West,1,Free
C100174,2025-12-02,DEU,Bavaria,0,Pro
C100175,2025-06-23,GBR,NI,0,Plus
C100176,2025-12-12,DEU,NRW,0,Plus
C100177,2025-09-07,DEU,Bavaria,0,Free
C100178,2025-12-17,DEU,Berlin,0,Free
C100179,2025-02-20,AUS,NSW,0,Plus
C100180,2025-01-15,USA,Northeast,0,Free
C100181,2025-03-16,USA,West,0,Plus
C100182,2025-03-29,USA,West,0,Free
C100183,2025-10-26,USA,West,0,Free
C100184,2025-12-08,USA,West,0,Plus
C100185,2025-03-22,USA,Midwest,0,Free
C100186,2025-08-06,GBR,NI,0,Free
C100187,2025-07-16,AUS,NSW,0,Free
C100188,2025-10-22,USA,Midwest,1,Plus
C100189,2025-07-22,USA,Northeast,0,Plus
C100190,2025-05-27,AUS,VIC,0,Free
C100191,2025-11-22,USA,Midwest,0,Plus
C100192,2025-12-04,GBR,Scotland,0,Pro
C100193,2025-11-27,USA,West,1,Free
C100194,2025-03-09,USA,Midwest,0,Free
C100195,2025-04-13,USA,Midwest,0,Pro
C100196,2025-03-26,USA,West,0,Free
C100197,2025-06-23,AUS,WA,0,Free
C100198,2025-04-26,DEU,NRW,0,Plus
C100199,2025-07-07,USA,West,1,Free
C100200,2025-08-21,USA,Midwest,0,Plus
C100201,2025-07-10,USA,South,0,Plus
C100202,2025-10-15,USA,South,0,Plus
C100203,2025-08-26,DEU,Hesse,0,Free
C100204,2025-01-24,DEU,Hesse,0,Free
C100205,2025-05-01,DEU,Berlin,0,Free
C100206,2025-12-23,DEU,NRW,0,Plus
C100207,2025-08-01,GBR,NI,0,Pro
C100208,2025-05-24,USA,Midwest,0,Free
C100209,2025-05-01,AUS,NSW,0,Free
C100210,2025-11-27,USA,West,0,Pro
C100211,2025-08-21,USA,South,0,Free
C100212,2025-01-11,USA,Midwest,0,Free
C100213,2025-10-17,USA,South,0,Plus
C100214,2025-04-30,USA,South,0,Free
C100215,2025-05-22,DEU,Berlin,0,Free
C100216,2025-03-31,USA,Northeast,0,Free
C100217,2025-05-02,GBR,England,0,Free
C100218,2025-08-04,CAN,Ontario,0,Plus
C100219,2025-09-20,GBR,NI,0,Pro
C100220,2025-01-23,AUS,QLD,0,Pro
C100221,2025-02-01,DEU,NRW,0,Free
C100222,2025-12-31,DEU,Bavaria,0,Free
C100223,2025-03-17,USA,Midwest,0,Free
C100224,2025-12-31,USA,Midwest,0,Plus
C100225,2025-02-20,AUS,NSW,0,Plus
C100226,2025-10-10,AUS,VIC,0,Plus
C100227,2025-07-31,USA,West,0,Plus
C100228,2025-06-10,USA,Midwest,0,Free
C100229,2025-08-31,USA,Northeast,0,Free
C100230,2025-07-10,AUS,NSW,0,Free
C100231,2025-06-18,GBR,NI,0,Plus
C100232,2025-08-05,DEU,Bavaria,0,Plus
C100233,2025-06-30,USA,South,0,Free
C100234,2025-02-25,USA,Midwest,0,Free
C100235,2025-04-26,AUS,NSW,0,Plus
C100236,2025-12-22,USA,South,0,Plus
C100237,2025-06-23,USA,South,0,Free
C100238,2025-07-25,USA,Northeast,0,Free
C100239,2025-07-12,USA,Midwest,0,Free
C100240,2025-06-16,AUS,NSW,0,Free
C100241,2025-11-13,USA,Northeast,0,Plus
C100242,2025-09-06,GBR,NI,0,Plus
C100243,2025-02-28,USA,Northeast,0,Plus
C100244,2025-09-07,CAN,BC,1,Free
C100245,2025-11-03,USA,South,0,Free
C100246,2025-03-12,AUS,QLD,0,Free
C100247,2025-08-09,USA,West,0,Free
C100248,2025-10-14,AUS,QLD,1,Plus
C100249,2025-01-22,CAN,Alberta,0,Plus
C100250,2025-10-22,CAN,Alberta,0,Free
C100251,2025-02-28,USA,Midwest,0,Pro
C100252,2025-08-24,AUS,QLD,0,Plus
C100253,2025-05-05,CAN,Alberta,0,Free
C100254,2025-06-08,AUS,VIC,0,Free
C100255,2025-09-19,GBR,Scotland,0,Free
C100256,2025-11-27,AUS,VIC,0,Free
C100257,2025-03-30,GBR,England,0,Plus
C100258,2025-09-10,CAN,Alberta,0,Plus
C100259,2025-11-26,GBR,Wales,0,Plus
C100260,2025-03-19,CAN,Alberta,0,Free
C100261,2025-05-21,GBR,Wales,0,Free
C100262,2025-08-20,USA,Midwest,0,Free
C100263,2025-02-16,GBR,NI,0,Free
C100264,2025-01-22,CAN,Quebec,0,Free
C100265,2025-03-19,DEU,NRW,0,Plus
C100266,2025-06-25,DEU,Bavaria,0,Free
C100267,2025-05-07,GBR,NI,0,Plus
C100268,2025-07-06,USA,Midwest,0,Plus
C100269,2025-12-14,GBR,Wales,1,Free
C100270,2025-12-14,USA,Midwest,0,Plus
C100271,2025-11-05,DEU,Hesse,0,Plus
C100272,2025-06-29,USA,West,0,Plus
C100273,2025-02-13,USA,West,0,Free
C100274,2025-03-07,GBR,England,0,Free
C100275,2025-07-05,USA,Midwest,0,Free
C100276,2025-09-06,USA,South,0,Free
C100277,2025-02-21,CAN,Ontario,0,Plus
C100278,2025-11-13,USA,West,0,Free
C100279,2025-12-21,AUS,VIC,0,Free
C100280,2025-07-06,GBR,Scotland,0,Plus
C100281,2025-08-18,USA,South,0,Plus
C100282,2025-08-29,DEU,Berlin,0,Pro
C100283,2025-08-14,CAN,BC,0,Free
C100284,2025-08-03,DEU,Berlin,0,Free
C100285,2025-05-09,USA,West,0,Free
C100286,2025-02-22,GBR,England,0,Plus
C100287,2025-05-20,CAN,Quebec,0,Free
C100288,2025-04-24,AUS,QLD,0,Free
C100289,2025-07-22,CAN,Quebec,0,Free
C100290,2025-04-25,USA,Northeast,0,Plus
C100291,2025-03-16,USA,Midwest,0,Free
C100292,2025-03-13,AUS,WA,0,Free
C100293,2025-02-10,USA,South,0,Free
C100294,2025-11-08,CAN,Ontario,0,Free
C100295,2025-03-04,USA,West,0,Plus
C100296,2025-02-02,USA,West,0,Free
C100297,2025-09-21,GBR,Scotland,0,Free
C100298,2025-06-30,USA,West,0,Plus
C100299,2025-09-26,DEU,Bavaria,0,Free
C100300,2025-09-17,CAN,Alberta,0,Free
C100301,2025-07-18,DEU,Hesse,0,Free
C100302,2025-02-04,USA,Northeast,0,Plus
C100303,2025-06-20,USA,Midwest,0,Plus
C100304,2025-03-31,AUS,WA,0,Free
C100305,2025-04-04,AUS,NSW,0,Pro
C100306,2025-01-19,USA,Northeast,0,Plus
C100307,2025-06-11,DEU,NRW,0,Free
C100308,2025-05-10,USA,South,0,Plus
C100309,2025-01-25,DEU,Hesse,0,Plus
C100310,2025-08-12,DEU,NRW,0,Free
C100311,2025-04-06,CAN,Alberta,0,Plus
C100312,2025-05-17,AUS,WA,1,Plus
C100313,2025-04-03,CAN,BC,0,Free
C100314,2025-06-01,USA,West,0,Free
C100315,2025-08-17,USA,Midwest,0,Free
C100316,2025-11-24,DEU,Bavaria,1,Plus
C100317,2025-07-06,CAN,Quebec,0,Free
C100318,2025-11-08,GBR,NI,1,Free
C100319,2025-11-27,USA,West,0,Free
C100320,2025-03-20,GBR,Wales,0,Plus
C100321,2025-10-21,USA,Midwest,0,Plus
C100322,2025-05-08,DEU,Bavaria,0,Free
C100323,2025-07-18,DEU,Bavaria,0,Free
C100324,2025-08-17,USA,Midwest,0,Pro
C100325,2025-04-13,USA,Northeast,0,Plus
C100326,2025-08-16,DEU,Hesse,0,Plus
C100327,2025-10-09,CAN,BC,0,Plus
C100328,2025-12-25,GBR,Wales,0,Free
C100329,2025-04-13,AUS,VIC,0,Free
C100330,2025-10-11,GBR,NI,0,Free
C100331,2025-11-10,DEU,Bavaria,0,Pro
C100332,2025-09-03,CAN,Alberta,0,Free
C100333,2025-06-12,GBR,NI,0,Free
C100334,2025-03-07,DEU,Berlin,0,Free
C100335,2025-09-15,DEU,Bavaria,0,Free
C100336,2025-06-05,USA,Midwest,0,Free
C100337,2025-09-23,DEU,Bavaria,0,Plus
C100338,2025-10-10,USA,Midwest,0,Free
C100339,2025-11-25,USA,South,0,Plus
C100340,2025-11-06,USA,Northeast,0,Free
C100341,2025-01-24,DEU,Hesse,0,Plus
C100342,2025-08-02,GBR,England,0,Plus
C100343,2025-05-29,GBR,Wales,0,Plus
C100344,2025-12-17,USA,West,1,Free
C100345,2025-08-14,USA,West,0,Plus
C100346,2025-06-10,DEU,Hesse,0,Plus
C100347,2025-07-24,USA,Midwest,0,Free
C100348,2025-05-04,CAN,BC,0,Free
C100349,2025-01-26,USA,West,0,Free
C100350,2025-03-23,AUS,QLD,0,Free
C100351,2025-09-21,CAN,BC,0,Free
C100352,2025-07-21,CAN,Quebec,0,Free
C100353,2025-01-26,USA,West,0,Free
C100354,2025-02-25,CAN,BC,0,Plus
C100355,2025-07-07,USA,Northeast,0,Free
C100356,2025-10-11,USA,West,0,Plus
C100357,2025-05-24,AUS,NSW,0,Free
C100358,2025-07-11,AUS,QLD,0,Free
C100359,2025-03-15,USA,West,0,Free
C100360,2025-03-12,GBR,NI,0,Free
C100361,2025-09-21,USA,Midwest,0,Pro
C100362,2025-06-03,GBR,NI,0,Free
C100363,2025-01-09,USA,Northeast,0,Free
C100364,2025-12-19,GBR,NI,0,Plus
C100365,2025-10-24,GBR,England,0,Free
C100366,2025-11-19,AUS,WA,0,Plus
C100367,2025-01-17,GBR,England,0,Free
C100368,2025-08-03,USA,South,0,Plus
C100369,2025-08-30,DEU,Bavaria,0,Free
C100370,2025-10-15,USA,West,0,Free
C100371,2025-03-30,CAN,BC,0,Plus
C100372,2025-12-15,GBR,Wales,0,Free
C100373,2025-05-07,USA,Midwest,0,Pro
C100374,2025-06-02,AUS,VIC,0,Free
C100375,2025-09-03,USA,Midwest,0,Free
C100376,2025-10-06,USA,West,0,Pro
C100377,2025-03-16,USA,Midwest,0,Free
C100378,2025-08-15,GBR,NI,0,Plus
C100379,2025-05-19,DEU,Hesse,0,Plus
C100380,2025-10-28,USA,Northeast,0,Free
C100381,2025-11-23,USA,Northeast,0,Plus
C100382,2025-02-21,GBR,Scotland,1,Free
C100383,2025-03-22,USA,West,0,Free
C100384,2025-05-28,USA,Northeast,0,Free
C100385,2025-10-21,USA,Northeast,0,Free
C100386,2025-04-01,DEU,Bavaria,0,Free
C100387,2025-09-11,USA,Midwest,0,Free
C100388,2025-10-18,GBR,Wales,0,Pro
C100389,2025-10-06,CAN,Quebec,0,Free
C100390,2025-04-09,AUS,QLD,0,Free
C100391,2025-05-12,AUS,NSW,0,Plus
C100392,2025-10-18,GBR,Scotland,0,Plus
C100393,2025-07-27,AUS,QLD,0,Plus
C100394,2025-04-05,DEU,NRW,0,Free
C100395,2025-05-14,USA,West,0,Pro
C100396,2025-06-04,GBR,England,0,Free
C100397,2025-05-01,USA,Northeast,0,Free
C100398,2025-12-18,CAN,BC,0,Plus
C100399,2025-06-01,USA,South,0,Free
C100400,2025-03-20,CAN,BC,0,Free
C100401,2025-08-30,AUS,VIC,0,Plus
C100402,2025-11-02,DEU,Bavaria,0,Free
C100403,2025-07-05,USA,Northeast,1,Free
C100404,2025-09-16,USA,South,0,Plus
C100405,2025-08-15,USA,South,0,Free
C100406,2025-09-19,CAN,Ontario,0,Free
C100407,2025-08-22,CAN,Alberta,0,Free
C100408,2025-01-12,USA,Northeast,0,Free
C100409,2025-01-24,USA,Northeast,0,Free
C100410,2025-02-05,DEU,NRW,1,Free
C100411,2025-03-11,AUS,WA,0,Plus
C100412,2025-08-18,DEU,NRW,0,Plus
C100413,2025-12-05,DEU,Berlin,0,Free
C100414,2025-04-02,DEU,NRW,0,Plus
C100415,2025-04-25,AUS,NSW,0,Free
C100416,2025-10-06,USA,West,0,Free
C100417,2025-06-27,USA,South,0,Plus
C100418,2025-02-27,USA,West,0,Pro
C100419,2025-01-09,USA,Northeast,0,Free
C100420,2025-11-03,GBR,England,0,Free
C100421,2025-08-13,USA,South,0,Plus
C100422,2025-03-13,CAN,BC,0,Pro
C100423,2025-10-22,USA,Midwest,0,Plus
C100424,2025-12-05,CAN,Alberta,0,Free
C100425,2025-10-30,DEU,Berlin,0,Free
C100426,2025-09-11,USA,Midwest,0,Plus
C100427,2025-09-26,USA,West,0,Free
C100428,2025-04-05,AUS,WA,0,Free
C100429,2025-12-29,USA,West,0,Free
C100430,2025-08-02,CAN,Quebec,0,Free
C100431,2025-06-19,GBR,NI,0,Free
C100432,2025-04-08,USA,West,0,Plus
C100433,2025-02-07,USA,South,0,Plus
C100434,2025-06-20,USA,Northeast,0,Free
C100435,2025-03-02,AUS,WA,0,Plus
C100436,2025-12-27,USA,South,0,Plus
C100437,2025-07-14,CAN,BC,0,Free
C100438,2025-09-12,CAN,Alberta,0,Free
C100439,2025-04-15,USA,West,1,Plus
C100440,2025-03-16,USA,West,0,Free
C100441,2025-04-28,USA,South,0,Plus
C100442,2025-12-17,USA,West,0,Plus
C100443,2025-09-09,CAN,BC,0,Plus
C100444,2025-09-08,USA,Northeast,0,Plus
C100445,2025-02-08,DEU,Bavaria,0,Free
C100446,2025-11-19,USA,South,1,Free
C100447,2025-07-11,USA,West,0,Free
C100448,2025-09-30,CAN,Ontario,1,Plus
C100449,2025-10-02,DEU,Bavaria,0,Plus
C100450,2025-08-09,AUS,VIC,0,Free
C100451,2025-03-18,USA,Midwest,0,Free
C100452,2025-07-23,USA,West,0,Free
C100453,2025-12-23,USA,Northeast,0,Plus
C100454,2025-01-17,USA,West,0,Free
C100455,2025-11-23,USA,South,0,Plus
C100456,2025-11-27,AUS,NSW,0,Pro
C100457,2025-04-28,USA,West,0,Pro
C100458,2025-12-17,DEU,Bavaria,0,Plus
C100459,2025-01-09,DEU,Berlin,0,Plus
C100460,2025-07-23,DEU,Hesse,0,Free
C100461,2025-07-19,GBR,Wales,0,Plus
C100462,2025-12-19,AUS,QLD,1,Free
C100463,2025-02-08,USA,West,0,Free
C100464,2025-11-21,USA,West,0,Free
C100465,2025-07-12,CAN,Alberta,0,Plus
C100466,2025-05-07,GBR,England,0,Free
C100467,2025-11-21,USA,West,0,Free
C100468,2025-01-03,DEU,NRW,0,Free
C100469,2025-03-09,USA,West,0,Free
C100470,2025-07-28,USA,Northeast,0,Free
C100471,2025-11-03,AUS,WA,1,Free
C100472,2025-02-13,AUS,VIC,0,Free
C100473,2025-07-14,USA,Midwest,0,Free
C100474,2025-02-02,USA,Midwest,0,Free
C100475,2025-02-09,USA,South,0,Free
C100476,2025-11-12,USA,Northeast,0,Free
C100477,2025-07-22,USA,West,0,Free
C100478,2025-06-21,CAN,Quebec,0,Plus
C100479,2025-12-22,USA,Midwest,0,Free
C100480,2025-06-13,USA,West,0,Plus
C100481,2025-06-16,USA,West,0,Pro
C100482,2025-04-13,GBR,Scotland,0,Free
C100483,2025-08-25,DEU,Berlin,0,Free
C100484,2025-12-21,USA,West,0,Free
C100485,2025-06-05,USA,South,0,Plus
C100486,2025-02-07,CAN,Alberta,0,Free
C100487,2025-12-21,USA,Northeast,0,Free
C100488,2025-10-02,GBR,England,0,Free
C100489,2025-12-07,USA,Northeast,0,Plus
C100490,2025-11-28,USA,Midwest,0,Free
C100491,2025-01-06,USA,South,0,Free
C100492,2025-10-25,GBR,Scotland,0,Free
C100493,2025-12-14,GBR,Scotland,0,Free
C100494,2025-02-23,USA,Northeast,0,Pro
C100495,2025-03-14,USA,Midwest,0,Free
C100496,2025-09-05,USA,Northeast,0,Plus
C100497,2025-06-13,USA,Northeast,0,Free
C100498,2025-06-25,GBR,Scotland,0,Plus
C100499,2025-09-22,USA,South,0,Free
C100500,2025-08-25,USA,West,0,Free
C100501,2025-12-03,CAN,Ontario,0,Plus
C100502,2025-08-19,GBR,NI,1,Free
C100503,2025-05-23,AUS,NSW,0,Plus
C100504,2025-10-02,USA,Midwest,0,Free
C100505,2025-12-10,DEU,Hesse,0,Plus
C100506,2025-10-28,USA,Midwest,0,Plus
C100507,2025-12-11,GBR,Wales,0,Free
C100508,2025-12-11,USA,Northeast,0,Free
C100509,2025-07-11,GBR,NI,0,Free
C100510,2025-07-16,USA,West,0,Plus
C100511,2025-11-27,DEU,Berlin,0,Free
C100512,2025-03-13,USA,West,0,Plus
C100513,2025-01-05,CAN,Quebec,0,Pro
C100514,2025-09-16,GBR,NI,0,Free
C100515,2025-08-16,CAN,Ontario,0,Plus
C100516,2025-04-23,USA,Midwest,0,Free
C100517,2025-08-23,CAN,Alberta,0,Free
C100518,2025-02-28,USA,Midwest,0,Plus
C100519,2025-08-14,CAN,Alberta,0,Plus
C100520,2025-05-07,USA,Northeast,0,Free
C100521,2025-02-14,CAN,Ontario,0,Free
C100522,2025-10-29,GBR,NI,0,Free
C100523,2025-04-16,AUS,NSW,0,Free
C100524,2025-11-02,CAN,BC,0,Free
C100525,2025-10-21,USA,Northeast,0,Plus
C100526,2025-07-30,DEU,Hesse,0,Free
C100527,2025-03-09,USA,Midwest,0,Plus
C100528,2025-12-13,USA,South,0,Free
C100529,2025-08-01,USA,Northeast,0,Plus
C100530,2025-02-17,USA,Midwest,0,Plus
C100531,2025-08-21,DEU,Hesse,0,Plus
C100532,2025-02-17,AUS,WA,0,Plus
C100533,2025-02-02,AUS,WA,0,Free
C100534,2025-04-19,CAN,BC,0,Free
C100535,2025-10-23,USA,West,0,Plus
C100536,2025-01-25,USA,West,1,Pro
C100537,2025-03-22,CAN,Ontario,0,Free
C100538,2025-12-19,DEU,Hesse,0,Pro
C100539,2025-05-21,USA,Midwest,0,Free
C100540,2025-11-29,USA,West,0,Plus
C100541,2025-04-30,CAN,Ontario,0,Free
C100542,2025-09-02,USA,South,0,Free
C100543,2025-01-05,GBR,England,0,Free
C100544,2025-03-09,CAN,Quebec,0,Plus
C100545,2025-02-22,USA,Midwest,0,Free
C100546,2025-03-10,GBR,Scotland,1,Free
C100547,2025-11-09,GBR,NI,0,Free
C100548,2025-03-19,DEU,NRW,0,Free
C100549,2025-02-21,USA,Northeast,0,Free
C100550,2025-08-08,USA,South,0,Plus
C100551,2025-05-08,CAN,BC,0,Plus
C100552,2025-12-04,DEU,Berlin,0,Free
C100553,2025-07-20,USA,Northeast,0,Plus
C100554,2025-05-03,CAN,Ontario,0,Plus
C100555,2025-02-06,CAN,Ontario,0,Pro
C100556,2025-03-09,USA,West,0,Plus
C100557,2025-08-30,DEU,Bavaria,1,Free
C100558,2025-05-15,USA,Northeast,0,Free
C100559,2025-05-27,GBR,NI,0,Free
C100560,2025-11-24,CAN,Quebec,0,Free
C100561,2025-09-19,DEU,Berlin,0,Free
C100562,2025-11-21,AUS,NSW,0,Free
C100563,2025-05-03,USA,Northeast,0,Free
C100564,2025-11-10,GBR,Wales,0,Plus
C100565,2025-03-31,USA,South,0,Free
C100566,2025-06-27,CAN,BC,0,Free
C100567,2025-05-18,AUS,NSW,0,Free
C100568,2025-08-08,USA,Northeast,0,Pro
C100569,2025-11-18,USA,West,0,Free
C100570,2025-10-18,USA,South,0,Free
C100571,2025-10-21,GBR,England,0,Free
C100572,2025-01-23,DEU,Bavaria,0,Free
C100573,2025-07-16,DEU,Berlin,0,Plus
C100574,2025-10-11,AUS,WA,0,Free
C100575,2025-06-13,USA,Northeast,0,Free
C100576,2025-12-11,DEU,Berlin,0,Free
C100577,2025-01-24,DEU,Bavaria,0,Plus
C100578,2025-06-09,USA,West,1,Free
C100579,2025-10-16,AUS,VIC,0,Free
C100580,2025-09-10,DEU,Berlin,0,Free
C100581,2025-05-06,USA,West,1,Free
C100582,2025-11-22,AUS,NSW,0,Free
C100583,2025-12-03,USA,Midwest,0,Free
C100584,2025-05-02,USA,Northeast,0,Free
