event_id,user_id,session_id,event_time,event_type,device,referrer,country,event_index,propensity_score
e_36_5,10,36,2025-12-14 09:24:13,add_to_cart,mobile,affiliate,US,5,0.9779841511459548
e_36_6,10,36,2025-12-14 09:24:29,page_view,mobile,affiliate,US,6,0.9779841511459548
e_36_7,10,36,2025-12-14 09:24:46,page_view,mobile,affiliate,US,7,0.9779841511459548
e_36_8,10,36,2025-12-14 09:25:01,checkout,mobile,affiliate,US,8,0.9779841511459548
e_36_checkout,10,36,2025-12-14 09:25:37,checkout,mobile,affiliate,US,9,0.9779841511459548
e_36_purchase,10,36,2025-12-14 09:26:17,purchase,mobile,affiliate,US,10,0.9779841511459548
e_125_0,36,125,2025-12-14 09:30:00,page_view,mobile,direct,US,0,0.9601282028847318
e_125_1,36,125,2025-12-14 09:30:16,search,mobile,direct,US,1,0.9601282028847318
e_125_2,36,125,2025-12-14 09:30:26,search,mobile,direct,US,2,0.9601282028847318
e_125_3,36,125,2025-12-14 09:30:34,search,mobile,direct,US,3,0.9601282028847318
e_125_4,36,125,2025-12-14 09:30:45,product_view,mobile,direct,US,4,0.9601282028847318
e_125_5,36,125,2025-12-14 09:31:00,product_view,mobile,direct,US,5,0.9601282028847318
e_125_checkout,36,125,2025-12-14 09:31:31,checkout,mobile,direct,US,6,0.9601282028847318
e_125_purchase,36,125,2025-12-14 09:32:11,purchase,mobile,direct,US,7,0.9601282028847318
e_143_0,41,143,2025-12-14 09:44:00,page_view,mobile,facebook,AU,0,0.9997451684824852
e_143_1,41,143,2025-12-14 09:44:13,purchase,mobile,facebook,AU,1,0.9997451684824852
e_143_2,41,143,2025-12-14 09:44:34,page_view,mobile,facebook,AU,2,0.9997451684824852
e_143_3,41,143,2025-12-14 09:44:55,product_view,mobile,facebook,AU,3,0.9997451684824852
e_143_4,41,143,2025-12-14 09:45:16,product_view,mobile,facebook,AU,4,0.9997451684824852
e_143_5,41,143,2025-12-14 09:45:28,product_view,mobile,facebook,AU,5,0.9997451684824852
e_143_6,41,143,2025-12-14 09:45:44,product_view,mobile,facebook,AU,6,0.9997451684824852
e_143_7,41,143,2025-12-14 09:46:00,page_view,mobile,facebook,AU,7,0.9997451684824852
e_143_8,41,143,2025-12-14 09:46:16,product_view,mobile,facebook,AU,8,0.9997451684824852
e_143_9,41,143,2025-12-14 09:46:40,search,mobile,facebook,AU,9,0.9997451684824852
e_143_10,41,143,2025-12-14 09:47:03,purchase,mobile,facebook,AU,10,0.9997451684824852
e_143_11,41,143,2025-12-14 09:47:14,product_view,mobile,facebook,AU,11,0.9997451684824852
e_143_12,41,143,2025-12-14 09:47:33,search,mobile,facebook,AU,12,0.9997451684824852
e_143_13,41,143,2025-12-14 09:47:52,page_view,mobile,facebook,AU,13,0.9997451684824852
e_143_14,41,143,2025-12-14 09:48:08,add_to_cart,mobile,facebook,AU,14,0.9997451684824852
e_143_15,41,143,2025-12-14 09:48:21,product_view,mobile,facebook,AU,15,0.9997451684824852
e_143_16,41,143,2025-12-14 09:48:43,page_view,mobile,facebook,AU,16,0.9997451684824852
e_143_17,41,143,2025-12-14 09:48:57,search,mobile,facebook,AU,17,0.9997451684824852
e_143_18,41,143,2025-12-14 09:49:08,search,mobile,facebook,AU,18,0.9997451684824852
e_143_19,41,143,2025-12-14 09:49:27,product_view,mobile,facebook,AU,19,0.9997451684824852
e_143_20,41,143,2025-12-14 09:49:44,product_view,mobile,facebook,AU,20,0.9997451684824852
e_143_21,41,143,2025-12-14 09:49:54,add_to_cart,mobile,facebook,AU,21,0.9997451684824852
e_143_22,41,143,2025-12-14 09:49:59,search,mobile,facebook,AU,22,0.9997451684824852
e_143_23,41,143,2025-12-14 09:50:07,add_to_cart,mobile,facebook,AU,23,0.9997451684824852
e_143_24,41,143,2025-12-14 09:50:23,product_view,mobile,facebook,AU,24,0.9997451684824852
e_119_0,35,119,2025-12-14 10:07:00,page_view,tablet,facebook,GB,0,0.024963992797869674
e_119_1,35,119,2025-12-14 10:07:22,search,tablet,facebook,GB,1,0.024963992797869674
e_149_0,42,149,2025-12-14 10:08:00,page_view,mobile,facebook,US,0,0.05985574540362758
e_119_2,35,119,2025-12-14 10:08:02,search,tablet,facebook,GB,2,0.024963992797869674
e_149_1,42,149,2025-12-14 10:08:43,page_view,mobile,facebook,US,1,0.05985574540362758
e_119_3,35,119,2025-12-14 10:08:55,product_view,tablet,facebook,GB,3,0.024963992797869674
e_149_2,42,149,2025-12-14 10:09:23,search,mobile,facebook,US,2,0.05985574540362758
e_119_4,35,119,2025-12-14 10:09:41,page_view,tablet,facebook,GB,4,0.024963992797869674
e_149_3,42,149,2025-12-14 10:10:05,search,mobile,facebook,US,3,0.05985574540362758
e_119_5,35,119,2025-12-14 10:10:15,add_to_cart,tablet,facebook,GB,5,0.024963992797869674
e_149_4,42,149,2025-12-14 10:10:26,product_view,mobile,facebook,US,4,0.05985574540362758
e_149_5,42,149,2025-12-14 10:10:32,product_view,mobile,facebook,US,5,0.05985574540362758
e_119_6,35,119,2025-12-14 10:10:38,page_view,tablet,facebook,GB,6,0.024963992797869674
e_149_6,42,149,2025-12-14 10:10:44,page_view,mobile,facebook,US,6,0.05985574540362758
e_119_7,35,119,2025-12-14 10:11:01,product_view,tablet,facebook,GB,7,0.024963992797869674
e_149_7,42,149,2025-12-14 10:11:21,page_view,mobile,facebook,US,7,0.05985574540362758
e_119_8,35,119,2025-12-14 10:11:34,page_view,tablet,facebook,GB,8,0.024963992797869674
e_149_8,42,149,2025-12-14 10:11:49,product_view,mobile,facebook,US,8,0.05985574540362758
e_149_9,42,149,2025-12-14 10:12:17,search,mobile,facebook,US,9,0.05985574540362758
e_119_9,35,119,2025-12-14 10:12:31,page_view,tablet,facebook,GB,9,0.024963992797869674
e_149_10,42,149,2025-12-14 10:12:44,checkout,mobile,facebook,US,10,0.05985574540362758
e_149_11,42,149,2025-12-14 10:13:05,product_view,mobile,facebook,US,11,0.05985574540362758
e_119_10,35,119,2025-12-14 10:13:08,page_view,tablet,facebook,GB,10,0.024963992797869674
e_149_12,42,149,2025-12-14 10:13:36,product_view,mobile,facebook,US,12,0.05985574540362758
e_149_13,42,149,2025-12-14 10:14:05,product_view,mobile,facebook,US,13,0.05985574540362758
e_149_14,42,149,2025-12-14 10:14:11,page_view,mobile,facebook,US,14,0.05985574540362758
e_149_15,42,149,2025-12-14 10:14:27,search,mobile,facebook,US,15,0.05985574540362758
e_149_16,42,149,2025-12-14 10:14:36,add_to_cart,mobile,facebook,US,16,0.05985574540362758
e_149_17,42,149,2025-12-14 10:15:01,page_view,mobile,facebook,US,17,0.05985574540362758
e_161_0,46,161,2025-12-14 10:16:00,page_view,desktop,email,US,0,0.012342230809106043
e_161_1,46,161,2025-12-14 10:16:05,product_view,desktop,email,US,1,0.012342230809106043
e_161_2,46,161,2025-12-14 10:16:09,product_view,desktop,email,US,2,0.012342230809106043
e_161_3,46,161,2025-12-14 10:16:15,product_view,desktop,email,US,3,0.012342230809106043
e_176_0,50,176,2025-12-14 10:42:00,page_view,mobile,direct,US,0,0.8942426611933139
e_176_1,50,176,2025-12-14 10:42:20,product_view,mobile,direct,US,1,0.8942426611933139
e_176_2,50,176,2025-12-14 10:43:07,product_view,mobile,direct,US,2,0.8942426611933139
e_176_3,50,176,2025-12-14 10:43:20,search,mobile,direct,US,3,0.8942426611933139
e_176_4,50,176,2025-12-14 10:43:52,page_view,mobile,direct,US,4,0.8942426611933139
e_176_5,50,176,2025-12-14 10:44:33,product_view,mobile,direct,US,5,0.8942426611933139
e_176_6,50,176,2025-12-14 10:45:05,page_view,mobile,direct,US,6,0.8942426611933139
e_176_7,50,176,2025-12-14 10:45:46,page_view,mobile,direct,US,7,0.8942426611933139
e_176_8,50,176,2025-12-14 10:46:21,product_view,mobile,direct,US,8,0.8942426611933139
e_176_9,50,176,2025-12-14 10:46:43,purchase,mobile,direct,US,9,0.8942426611933139
e_176_10,50,176,2025-12-14 10:46:54,page_view,mobile,direct,US,10,0.8942426611933139
e_176_11,50,176,2025-12-14 10:47:37,page_view,mobile,direct,US,11,0.8942426611933139
e_176_12,50,176,2025-12-14 10:48:29,page_view,mobile,direct,US,12,0.8942426611933139
e_176_13,50,176,2025-12-14 10:49:05,product_view,mobile,direct,US,13,0.8942426611933139
e_176_14,50,176,2025-12-14 10:49:35,search,mobile,direct,US,14,0.8942426611933139
e_176_15,50,176,2025-12-14 10:50:04,add_to_cart,mobile,direct,US,15,0.8942426611933139
e_176_16,50,176,2025-12-14 10:50:58,page_view,mobile,direct,US,16,0.8942426611933139
e_176_17,50,176,2025-12-14 10:51:39,page_view,mobile,direct,US,17,0.8942426611933139
e_176_18,50,176,2025-12-14 10:52:36,add_to_cart,mobile,direct,US,18,0.8942426611933139
e_176_19,50,176,2025-12-14 10:53:19,search,mobile,direct,US,19,0.8942426611933139
e_176_20,50,176,2025-12-14 10:54:00,add_to_cart,mobile,direct,US,20,0.8942426611933139
e_176_21,50,176,2025-12-14 10:54:24,add_to_cart,mobile,direct,US,21,0.8942426611933139
e_176_22,50,176,2025-12-14 10:54:58,product_view,mobile,direct,US,22,0.8942426611933139
e_176_23,50,176,2025-12-14 10:55:44,page_view,mobile,direct,US,23,0.8942426611933139
e_77_0,22,77,2025-12-14 10:56:00,page_view,desktop,direct,GB,0,0.008388442482573637
e_77_1,22,77,2025-12-14 10:56:08,add_to_cart,desktop,direct,GB,1,0.008388442482573637
e_77_2,22,77,2025-12-14 10:56:20,add_to_cart,desktop,direct,GB,2,0.008388442482573637
e_114_0,34,114,2025-12-14 10:57:00,page_view,tablet,google,CA,0,0.02072054990779854
e_114_1,34,114,2025-12-14 10:57:27,page_view,tablet,google,CA,1,0.02072054990779854
e_114_2,34,114,2025-12-14 10:57:39,page_view,tablet,google,CA,2,0.02072054990779854
e_114_3,34,114,2025-12-14 10:57:58,search,tablet,google,CA,3,0.02072054990779854
e_114_4,34,114,2025-12-14 10:58:25,page_view,tablet,google,CA,4,0.02072054990779854
e_114_5,34,114,2025-12-14 10:58:58,page_view,tablet,google,CA,5,0.02072054990779854
e_114_6,34,114,2025-12-14 10:59:17,product_view,tablet,google,CA,6,0.02072054990779854
e_114_7,34,114,2025-12-14 10:59:46,page_view,tablet,google,CA,7,0.02072054990779854
e_114_8,34,114,2025-12-14 11:00:01,page_view,tablet,google,CA,8,0.02072054990779854
e_114_9,34,114,2025-12-14 11:00:19,page_view,tablet,google,CA,9,0.02072054990779854
e_114_10,34,114,2025-12-14 11:00:33,product_view,tablet,google,CA,10,0.02072054990779854
e_114_11,34,114,2025-12-14 11:01:07,page_view,tablet,google,CA,11,0.02072054990779854
e_114_12,34,114,2025-12-14 11:01:44,add_to_cart,tablet,google,CA,12,0.02072054990779854
e_114_13,34,114,2025-12-14 11:02:02,page_view,tablet,google,CA,13,0.02072054990779854
e_40_0,11,40,2025-12-14 11:06:00,page_view,desktop,affiliate,US,0,0.9516096739280138
e_40_1,11,40,2025-12-14 11:06:01,page_view,desktop,affiliate,US,1,0.9516096739280138
e_40_2,11,40,2025-12-14 11:06:07,product_view,desktop,affiliate,US,2,0.9516096739280138
e_40_3,11,40,2025-12-14 11:06:16,search,desktop,affiliate,US,3,0.9516096739280138
e_40_4,11,40,2025-12-14 11:06:24,page_view,desktop,affiliate,US,4,0.9516096739280138
e_40_5,11,40,2025-12-14 11:06:31,product_view,desktop,affiliate,US,5,0.9516096739280138
e_40_6,11,40,2025-12-14 11:06:38,product_view,desktop,affiliate,US,6,0.9516096739280138
e_40_7,11,40,2025-12-14 11:06:51,add_to_cart,desktop,affiliate,US,7,0.9516096739280138
e_40_8,11,40,2025-12-14 11:07:01,product_view,desktop,affiliate,US,8,0.9516096739280138
e_40_9,11,40,2025-12-14 11:07:07,page_view,desktop,affiliate,US,9,0.9516096739280138
e_40_10,11,40,2025-12-14 11:07:11,search,desktop,affiliate,US,10,0.9516096739280138
e_40_11,11,40,2025-12-14 11:07:25,product_view,desktop,affiliate,US,11,0.9516096739280138
e_40_12,11,40,2025-12-14 11:07:27,page_view,desktop,affiliate,US,12,0.9516096739280138
e_40_13,11,40,2025-12-14 11:07:32,product_view,desktop,affiliate,US,13,0.9516096739280138
e_40_14,11,40,2025-12-14 11:07:41,search,desktop,affiliate,US,14,0.9516096739280138
e_40_15,11,40,2025-12-14 11:07:44,add_to_cart,desktop,affiliate,US,15,0.9516096739280138
e_40_16,11,40,2025-12-14 11:07:52,product_view,desktop,affiliate,US,16,0.9516096739280138
e_40_17,11,40,2025-12-14 11:07:56,search,desktop,affiliate,US,17,0.9516096739280138
e_3_0,2,3,2025-12-14 11:08:00,page_view,tablet,email,US,0,0.9662336169776625
e_40_18,11,40,2025-12-14 11:08:02,product_view,desktop,affiliate,US,18,0.9516096739280138
e_40_19,11,40,2025-12-14 11:08:11,page_view,desktop,affiliate,US,19,0.9516096739280138
e_40_20,11,40,2025-12-14 11:08:21,product_view,desktop,affiliate,US,20,0.9516096739280138
e_3_1,2,3,2025-12-14 11:08:30,page_view,tablet,email,US,1,0.9662336169776625
e_40_21,11,40,2025-12-14 11:08:36,page_view,desktop,affiliate,US,21,0.9516096739280138
e_3_2,2,3,2025-12-14 11:08:56,product_view,tablet,email,US,2,0.9662336169776625
e_40_checkout,11,40,2025-12-14 11:09:00,checkout,desktop,affiliate,US,22,0.9516096739280138
e_44_0,13,44,2025-12-14 11:09:00,page_view,desktop,google,US,0,0.034650965099874566
e_3_3,2,3,2025-12-14 11:09:22,product_view,tablet,email,US,3,0.9662336169776625
e_44_1,13,44,2025-12-14 11:09:24,page_view,desktop,google,US,1,0.034650965099874566
e_44_2,13,44,2025-12-14 11:09:34,page_view,desktop,google,US,2,0.034650965099874566
e_40_purchase,11,40,2025-12-14 11:09:40,purchase,desktop,affiliate,US,23,0.9516096739280138
e_44_3,13,44,2025-12-14 11:09:43,page_view,desktop,google,US,3,0.034650965099874566
e_44_4,13,44,2025-12-14 11:10:02,search,desktop,google,US,4,0.034650965099874566
e_3_4,2,3,2025-12-14 11:10:11,page_view,tablet,email,US,4,0.9662336169776625
e_44_5,13,44,2025-12-14 11:10:13,search,desktop,google,US,5,0.034650965099874566
e_3_5,2,3,2025-12-14 11:10:34,product_view,tablet,email,US,5,0.9662336169776625
e_44_6,13,44,2025-12-14 11:10:39,add_to_cart,desktop,google,US,6,0.034650965099874566
e_28_0,7,28,2025-12-14 11:11:00,page_view,desktop,email,AU,0,0.9745911901019274
e_44_7,13,44,2025-12-14 11:11:15,product_view,desktop,google,US,7,0.034650965099874566
e_3_checkout,2,3,2025-12-14 11:11:28,checkout,tablet,email,US,6,0.9662336169776625
e_28_1,7,28,2025-12-14 11:11:39,page_view,desktop,email,AU,1,0.9745911901019274
e_44_8,13,44,2025-12-14 11:11:43,page_view,desktop,google,US,8,0.034650965099874566
e_3_purchase,2,3,2025-12-14 11:12:08,purchase,tablet,email,US,7,0.9662336169776625
e_44_9,13,44,2025-12-14 11:12:11,page_view,desktop,google,US,9,0.034650965099874566
e_28_2,7,28,2025-12-14 11:12:16,add_to_cart,desktop,email,AU,2,0.9745911901019274
e_28_3,7,28,2025-12-14 11:12:48,checkout,desktop,email,AU,3,0.9745911901019274
e_28_4,7,28,2025-12-14 11:13:01,add_to_cart,desktop,email,AU,4,0.9745911901019274
e_28_5,7,28,2025-12-14 11:13:27,search,desktop,email,AU,5,0.9745911901019274
e_28_6,7,28,2025-12-14 11:13:43,page_view,desktop,email,AU,6,0.9745911901019274
e_28_7,7,28,2025-12-14 11:13:58,search,desktop,email,AU,7,0.9745911901019274
e_28_8,7,28,2025-12-14 11:14:19,search,desktop,email,AU,8,0.9745911901019274
e_28_9,7,28,2025-12-14 11:14:29,checkout,desktop,email,AU,9,0.9745911901019274
e_28_10,7,28,2025-12-14 11:14:45,page_view,desktop,email,AU,10,0.9745911901019274
e_28_11,7,28,2025-12-14 11:15:09,add_to_cart,desktop,email,AU,11,0.9745911901019274
e_28_checkout,7,28,2025-12-14 11:15:49,checkout,desktop,email,AU,12,0.9745911901019274
e_28_purchase,7,28,2025-12-14 11:16:29,purchase,desktop,email,AU,13,0.9745911901019274
e_89_0,27,89,2025-12-14 11:17:00,page_view,desktop,google,US,0,0.028551476582392307
e_89_1,27,89,2025-12-14 11:17:09,search,desktop,google,US,1,0.028551476582392307
e_89_2,27,89,2025-12-14 11:17:13,search,desktop,google,US,2,0.028551476582392307
e_89_3,27,89,2025-12-14 11:17:20,page_view,desktop,google,US,3,0.028551476582392307
e_89_4,27,89,2025-12-14 11:17:29,product_view,desktop,google,US,4,0.028551476582392307
e_89_5,27,89,2025-12-14 11:17:43,search,desktop,google,US,5,0.028551476582392307
e_89_6,27,89,2025-12-14 11:17:58,page_view,desktop,google,US,6,0.028551476582392307
e_89_7,27,89,2025-12-14 11:18:09,search,desktop,google,US,7,0.028551476582392307
e_89_8,27,89,2025-12-14 11:18:25,page_view,desktop,google,US,8,0.028551476582392307
e_89_9,27,89,2025-12-14 11:18:27,search,desktop,google,US,9,0.028551476582392307
e_89_10,27,89,2025-12-14 11:18:39,page_view,desktop,google,US,10,0.028551476582392307
e_89_11,27,89,2025-12-14 11:18:50,search,desktop,google,US,11,0.028551476582392307
e_89_12,27,89,2025-12-14 11:18:56,page_view,desktop,google,US,12,0.028551476582392307
e_89_13,27,89,2025-12-14 11:19:08,product_view,desktop,google,US,13,0.028551476582392307
e_89_14,27,89,2025-12-14 11:19:18,page_view,desktop,google,US,14,0.028551476582392307
e_89_15,27,89,2025-12-14 11:19:31,product_view,desktop,google,US,15,0.028551476582392307
e_89_16,27,89,2025-12-14 11:19:37,page_view,desktop,google,US,16,0.028551476582392307
e_42_0,12,42,2025-12-14 11:25:00,page_view,mobile,direct,US,0,0.9341130279924956
e_42_1,12,42,2025-12-14 11:25:13,product_view,mobile,direct,US,1,0.9341130279924956
e_42_2,12,42,2025-12-14 11:25:23,page_view,mobile,direct,US,2,0.9341130279924956
e_42_3,12,42,2025-12-14 11:25:35,product_view,mobile,direct,US,3,0.9341130279924956
e_42_4,12,42,2025-12-14 11:25:47,page_view,mobile,direct,US,4,0.9341130279924956
e_42_5,12,42,2025-12-14 11:26:01,page_view,mobile,direct,US,5,0.9341130279924956
e_42_6,12,42,2025-12-14 11:26:12,add_to_cart,mobile,direct,US,6,0.9341130279924956
e_42_7,12,42,2025-12-14 11:26:26,search,mobile,direct,US,7,0.9341130279924956
e_42_8,12,42,2025-12-14 11:26:33,page_view,mobile,direct,US,8,0.9341130279924956
e_42_9,12,42,2025-12-14 11:26:42,search,mobile,direct,US,9,0.9341130279924956
e_42_10,12,42,2025-12-14 11:27:00,page_view,mobile,direct,US,10,0.9341130279924956
e_42_11,12,42,2025-12-14 11:27:10,page_view,mobile,direct,US,11,0.9341130279924956
e_42_12,12,42,2025-12-14 11:27:17,page_view,mobile,direct,US,12,0.9341130279924956
e_42_13,12,42,2025-12-14 11:27:28,product_view,mobile,direct,US,13,0.9341130279924956
e_42_14,12,42,2025-12-14 11:27:46,search,mobile,direct,US,14,0.9341130279924956
e_42_15,12,42,2025-12-14 11:27:55,page_view,mobile,direct,US,15,0.9341130279924956
e_42_16,12,42,2025-12-14 11:28:06,page_view,mobile,direct,US,16,0.9341130279924956
e_42_17,12,42,2025-12-14 11:28:21,add_to_cart,mobile,direct,US,17,0.9341130279924956
e_42_18,12,42,2025-12-14 11:28:33,product_view,mobile,direct,US,18,0.9341130279924956
e_42_checkout,12,42,2025-12-14 11:29:05,checkout,mobile,direct,US,19,0.9341130279924956
e_42_purchase,12,42,2025-12-14 11:29:45,purchase,mobile,direct,US,20,0.9341130279924956
e_9_0,3,9,2025-12-14 11:33:00,page_view,tablet,direct,DE,0,0.9139063057407861
e_9_1,3,9,2025-12-14 11:33:07,product_view,tablet,direct,DE,1,0.9139063057407861
e_9_2,3,9,2025-12-14 11:33:16,product_view,tablet,direct,DE,2,0.9139063057407861
e_9_3,3,9,2025-12-14 11:33:27,page_view,tablet,direct,DE,3,0.9139063057407861
e_9_4,3,9,2025-12-14 11:33:42,product_view,tablet,direct,DE,4,0.9139063057407861
e_9_5,3,9,2025-12-14 11:33:57,page_view,tablet,direct,DE,5,0.9139063057407861
e_9_6,3,9,2025-12-14 11:34:03,product_view,tablet,direct,DE,6,0.9139063057407861
e_9_7,3,9,2025-12-14 11:34:13,add_to_cart,tablet,direct,DE,7,0.9139063057407861
e_9_8,3,9,2025-12-14 11:34:24,search,tablet,direct,DE,8,0.9139063057407861
e_9_9,3,9,2025-12-14 11:34:33,product_view,tablet,direct,DE,9,0.9139063057407861
e_9_10,3,9,2025-12-14 11:34:49,product_view,tablet,direct,DE,10,0.9139063057407861
e_9_checkout,3,9,2025-12-14 11:35:15,checkout,tablet,direct,DE,11,0.9139063057407861
e_9_purchase,3,9,2025-12-14 11:35:55,purchase,tablet,direct,DE,12,0.9139063057407861
e_133_0,39,133,2025-12-14 11:45:00,page_view,desktop,google,US,0,0.04535091996522396
e_133_1,39,133,2025-12-14 11:45:09,page_view,desktop,google,US,1,0.04535091996522396
e_133_2,39,133,2025-12-14 11:45:23,page_view,desktop,google,US,2,0.04535091996522396
e_133_3,39,133,2025-12-14 11:45:37,checkout,desktop,google,US,3,0.04535091996522396
e_133_4,39,133,2025-12-14 11:45:40,product_view,desktop,google,US,4,0.04535091996522396
e_133_5,39,133,2025-12-14 11:45:45,page_view,desktop,google,US,5,0.04535091996522396
e_133_6,39,133,2025-12-14 11:46:09,page_view,desktop,google,US,6,0.04535091996522396
e_133_7,39,133,2025-12-14 11:46:27,page_view,desktop,google,US,7,0.04535091996522396
e_133_8,39,133,2025-12-14 11:46:42,page_view,desktop,google,US,8,0.04535091996522396
e_133_9,39,133,2025-12-14 11:46:47,page_view,desktop,google,US,9,0.04535091996522396
e_133_10,39,133,2025-12-14 11:47:13,add_to_cart,desktop,google,US,10,0.04535091996522396
e_133_11,39,133,2025-12-14 11:47:25,add_to_cart,desktop,google,US,11,0.04535091996522396
e_133_12,39,133,2025-12-14 11:47:48,page_view,desktop,google,US,12,0.04535091996522396
e_31_0,8,31,2025-12-14 11:48:00,page_view,desktop,tiktok,US,0,0.9697367952281715
e_133_13,39,133,2025-12-14 11:48:03,product_view,desktop,google,US,13,0.04535091996522396
e_133_14,39,133,2025-12-14 11:48:22,product_view,desktop,google,US,14,0.04535091996522396
e_31_1,8,31,2025-12-14 11:48:31,page_view,desktop,tiktok,US,1,0.9697367952281715
e_133_15,39,133,2025-12-14 11:48:37,page_view,desktop,google,US,15,0.04535091996522396
e_31_2,8,31,2025-12-14 11:49:02,product_view,desktop,tiktok,US,2,0.9697367952281715
e_31_3,8,31,2025-12-14 11:49:30,search,desktop,tiktok,US,3,0.9697367952281715
e_31_4,8,31,2025-12-14 11:49:56,page_view,desktop,tiktok,US,4,0.9697367952281715
e_31_5,8,31,2025-12-14 11:50:20,page_view,desktop,tiktok,US,5,0.9697367952281715
e_31_6,8,31,2025-12-14 11:50:52,add_to_cart,desktop,tiktok,US,6,0.9697367952281715
e_31_7,8,31,2025-12-14 11:51:03,product_view,desktop,tiktok,US,7,0.9697367952281715
e_31_8,8,31,2025-12-14 11:51:27,add_to_cart,desktop,tiktok,US,8,0.9697367952281715
e_31_9,8,31,2025-12-14 11:51:49,product_view,desktop,tiktok,US,9,0.9697367952281715
e_31_10,8,31,2025-12-14 11:52:15,checkout,desktop,tiktok,US,10,0.9697367952281715
e_31_checkout,8,31,2025-12-14 11:53:11,checkout,desktop,tiktok,US,11,0.9697367952281715
e_31_purchase,8,31,2025-12-14 11:53:51,purchase,desktop,tiktok,US,12,0.9697367952281715
e_50_0,15,50,2025-12-14 12:07:00,page_view,mobile,direct,US,0,0.9661327641424573
e_50_1,15,50,2025-12-14 12:07:27,product_view,mobile,direct,US,1,0.9661327641424573
e_50_2,15,50,2025-12-14 12:07:53,checkout,mobile,direct,US,2,0.9661327641424573
e_50_3,15,50,2025-12-14 12:08:10,product_view,mobile,direct,US,3,0.9661327641424573
e_50_4,15,50,2025-12-14 12:08:53,page_view,mobile,direct,US,4,0.9661327641424573
e_50_5,15,50,2025-12-14 12:09:33,search,mobile,direct,US,5,0.9661327641424573
e_50_6,15,50,2025-12-14 12:09:47,search,mobile,direct,US,6,0.9661327641424573
e_50_7,15,50,2025-12-14 12:10:30,page_view,mobile,direct,US,7,0.9661327641424573
e_50_8,15,50,2025-12-14 12:10:44,page_view,mobile,direct,US,8,0.9661327641424573
e_50_9,15,50,2025-12-14 12:11:08,page_view,mobile,direct,US,9,0.9661327641424573
e_50_10,15,50,2025-12-14 12:11:28,product_view,mobile,direct,US,10,0.9661327641424573
e_50_11,15,50,2025-12-14 12:12:02,search,mobile,direct,US,11,0.9661327641424573
e_50_12,15,50,2025-12-14 12:12:19,search,mobile,direct,US,12,0.9661327641424573
e_50_13,15,50,2025-12-14 12:12:43,page_view,mobile,direct,US,13,0.9661327641424573
e_50_checkout,15,50,2025-12-14 12:13:37,checkout,mobile,direct,US,14,0.9661327641424573
e_50_purchase,15,50,2025-12-14 12:14:17,purchase,mobile,direct,US,15,0.9661327641424573
e_138_0,40,138,2025-12-14 12:30:00,page_view,mobile,tiktok,GB,0,0.999999340698479
e_34_0,9,34,2025-12-14 12:30:00,page_view,mobile,facebook,CA,0,0.03495387259924152
e_138_1,40,138,2025-12-14 12:30:23,search,mobile,tiktok,GB,1,0.999999340698479
e_34_1,9,34,2025-12-14 12:30:28,page_view,mobile,facebook,CA,1,0.03495387259924152
e_138_2,40,138,2025-12-14 12:31:07,search,mobile,tiktok,GB,2,0.999999340698479
e_34_2,9,34,2025-12-14 12:31:21,search,mobile,facebook,CA,2,0.03495387259924152
e_138_3,40,138,2025-12-14 12:31:50,product_view,mobile,tiktok,GB,3,0.999999340698479
